"time","extractOutput1","raffinateOutput2","extractOutput2","raffinateOutput1"
11044.8,0.754035,7.73122,12.0085,34.1559
11049.6,0.760166,7.72284,12.0064,34.1293
11054.4,0.766356,7.71453,12.0044,34.1025
11059.2,0.772607,7.70629,12.0022,34.0754
11064,0.778919,7.69814,12.0001,34.0481
11068.8,0.785293,7.69008,11.9979,34.0205
11073.6,0.79173,7.68211,11.9957,33.9926
11078.4,0.79823,7.67424,11.9934,33.9645
11083.2,0.804795,7.66646,11.9911,33.9362
11088,0.811424,7.65879,11.9888,33.9076
11092.8,0.81812,7.65124,11.9864,33.8787
11097.6,0.824883,7.64379,11.984,33.8496
11102.4,0.831713,7.63647,11.9816,33.8203
11107.2,0.838612,7.62927,11.9791,33.7907
11112,0.845581,7.62219,11.9767,33.7609
11116.8,0.852619,7.61525,11.9741,33.7309
11121.6,0.859729,7.60845,11.9716,33.7006
11126.4,0.866912,7.60179,11.969,33.6701
11131.2,0.874167,7.59528,11.9664,33.6393
11136,0.881496,7.58892,11.9638,33.6082
11140.8,0.888901,7.58272,11.9611,33.577
11145.6,0.896381,7.57668,11.9584,33.5455
11150.4,0.903939,7.57081,11.9557,33.5137
11155.2,0.911575,7.56511,11.9529,33.4817
11160,0.919289,7.55958,11.9501,33.4494
11164.8,0.927084,7.55424,11.9473,33.4169
11169.6,0.93496,7.54908,11.9445,33.3841
11174.4,0.942919,7.54412,11.9416,33.3511
11179.2,0.950961,7.53935,11.9387,33.3178
11184,0.959087,7.53478,11.9358,33.2842
11188.8,0.967299,7.53041,11.9328,33.2504
11193.6,0.975598,7.52626,11.9299,33.2163
11198.4,0.983984,7.52232,11.9268,33.1819
11203.2,0.99246,7.5186,11.9238,33.1472
11208,7.49472,10.4857,9.22384,12.6061
11212.8,7.3462,10.4784,9.24714,12.8069
11217.6,7.19523,10.4707,9.2708,13.0243
11222.4,7.04298,10.4628,9.29475,13.2551
11227.2,6.89028,10.4546,9.31893,13.4972
11232,6.73776,10.4462,9.3433,13.7486
11236.8,6.58587,10.4376,9.36782,14.0079
11241.6,6.43498,10.4289,9.39247,14.2742
11246.4,6.28536,10.42,9.41722,14.5464
11251.2,6.13725,10.4109,9.44207,14.8237
11256,5.99082,10.4018,9.46698,15.1055
11260.8,5.84623,10.3925,9.49195,15.3912
11265.6,5.7036,10.3831,9.51697,15.6802
11270.4,5.56302,10.3737,9.54202,15.9723
11275.2,5.42458,10.3641,9.5671,16.2669
11280,5.28834,10.3545,9.5922,16.5636
11284.8,5.15437,10.3447,9.61731,16.8622
11289.6,5.0227,10.335,9.64242,17.1623
11294.4,4.89337,10.3251,9.66752,17.4636
11299.2,4.76641,10.3152,9.69262,17.7659
11304,4.64183,10.3052,9.7177,18.0688
11308.8,4.51966,10.2952,9.74276,18.3721
11313.6,4.3999,10.2851,9.76779,18.6756
11318.4,4.28256,10.275,9.79279,18.979
11323.2,4.16764,10.2649,9.81776,19.2822
11328,4.05513,10.2547,9.84268,19.5848
11332.8,3.94503,10.2445,9.86757,19.8866
11337.6,3.83732,10.2342,9.8924,20.1876
11342.4,3.73201,10.2239,9.91719,20.4874
11347.2,3.62907,10.2136,9.94192,20.7858
11352,3.52848,10.2033,9.9666,21.0828
11356.8,3.43023,10.1929,9.99121,21.378
11361.6,3.3343,10.1826,10.0158,21.6714
11366.4,3.24067,10.1722,10.0402,21.9627
11371.2,3.14931,10.1618,10.0647,22.2518
11376,3.06019,10.1514,10.089,22.5385
11380.8,2.9733,10.1409,10.1133,22.8227
11385.6,2.8886,10.1305,10.1374,23.1043
11390.4,2.80606,10.1201,10.1616,23.383
11395.2,2.72567,10.1096,10.1856,23.6588
11400,2.64738,10.0992,10.2095,23.9315
11404.8,2.57116,10.0887,10.2334,24.201
11409.6,2.497,10.0783,10.2571,24.4673
11414.4,2.42484,10.0678,10.2808,24.7301
11419.2,2.35467,10.0574,10.3044,24.9894
11424,2.28645,10.047,10.3279,25.2452
11428.8,2.22014,10.0366,10.3512,25.4972
11433.6,2.15572,10.0261,10.3745,25.7455
11438.4,2.09315,10.0157,10.3977,25.9899
11443.2,2.03239,10.0053,10.4208,26.2305
11448,1.97342,9.99497,10.4437,26.467
11452.8,1.91619,9.98461,10.4666,26.6996
11457.6,1.86068,9.97427,10.4893,26.9281
11462.4,1.80685,9.96394,10.512,27.1525
11467.2,1.75467,9.95363,10.5345,27.3728
11472,1.7041,9.94334,10.5569,27.589
11476.8,1.65511,9.93308,10.5792,27.8009
11481.6,1.60766,9.92284,10.6014,28.0087
11486.4,1.56173,9.91262,10.6234,28.2123
11491.2,1.51729,9.90242,10.6454,28.4116
11496,1.47428,9.89226,10.6672,28.6068
11500.8,1.4327,9.88212,10.6888,28.7978
11505.6,1.39249,9.87201,10.7104,28.9846
11510.4,1.35364,9.86193,10.7318,29.1672
11515.2,1.31611,9.85188,10.7531,29.3456
11520,1.27986,9.84186,10.7743,29.52
11524.8,1.24487,9.83188,10.7953,29.6902
11529.6,1.21111,9.82193,10.8162,29.8563
11534.4,1.17854,9.81202,10.837,30.0185
11539.2,1.14714,9.80214,10.8576,30.1766
11544,1.11688,9.7923,10.8781,30.3308
11548.8,1.08773,9.7825,10.8984,30.481
11553.6,1.05966,9.77274,10.9186,30.6274
11558.4,1.03264,9.76302,10.9387,30.77
11563.2,1.00664,9.75335,10.9586,30.9087
11568,0.98164,9.74371,10.9784,31.0438
11572.8,0.957612,9.73412,10.998,31.1751
11577.6,0.934529,9.72457,11.0175,31.3028
11582.4,0.912366,9.71507,11.0368,31.427
11587.2,0.891096,9.70561,11.056,31.5476
11592,0.870697,9.6962,11.075,31.6647
11596.8,0.851142,9.68684,11.0939,31.7783
11601.6,0.832409,9.67753,11.1126,31.8886
11606.4,0.814475,9.66827,11.1312,31.9956
11611.2,0.797317,9.65906,11.1496,32.0993
11616,0.780912,9.6499,11.1679,32.1997
11620.8,0.765239,9.6408,11.186,32.2969
11625.6,0.750277,9.63174,11.204,32.391
11630.4,0.736006,9.62274,11.2217,32.4819
11635.2,0.722403,9.6138,11.2394,32.5698
11640,0.709451,9.60491,11.2568,32.6546
11644.8,0.69713,9.59608,11.2742,32.7364
11649.6,0.68542,9.5873,11.2913,32.8152
11654.4,0.674304,9.57858,11.3083,32.891
11659.2,0.663764,9.56992,11.3251,32.964
11664,0.653781,9.56132,11.3418,33.034
11668.8,0.644339,9.55278,11.3583,33.1012
11673.6,0.635422,9.5443,11.3746,33.1655
11678.4,0.627013,9.53588,11.3908,33.2269
11683.2,0.619097,9.52752,11.4068,33.2856
11688,0.611657,9.51922,11.4226,33.3414
11692.8,0.60468,9.51099,11.4382,33.3944
11697.6,0.59815,9.50282,11.4537,33.4447
11702.4,0.592054,9.49471,11.4691,33.4922
11707.2,0.586377,9.48667,11.4842,33.5369
11712,0.581106,9.47869,11.4992,33.579
11716.8,0.576229,9.47078,11.514,33.6183
11721.6,0.571731,9.46294,11.5287,33.655
11726.4,0.567601,9.45516,11.5431,33.689
11731.2,0.563827,9.44744,11.5574,33.7203
11736,0.560397,9.4398,11.5716,33.7491
11740.8,0.557299,9.43222,11.5855,33.7753
11745.6,0.554522,9.42471,11.5993,33.799
11750.4,0.552055,9.41727,11.6129,33.8203
11755.2,0.549888,9.4099,11.6264,33.8391
11760,0.54801,9.4026,11.6396,33.8556
11764.8,0.546411,9.39537,11.6527,33.8698
11769.6,0.54508,9.3882,11.6656,33.8818
11774.4,0.54401,9.38111,11.6784,33.8917
11779.2,0.543189,9.37408,11.691,33.8996
11784,0.542608,9.36713,11.7034,33.9055
11788.8,0.542259,9.36025,11.7156,33.9096
11793.6,0.542133,9.35344,11.7276,33.912
11798.4,0.542221,9.3467,11.7395,33.9128
11803.2,0.542515,9.34003,11.7512,33.9121
11808,0.543006,9.33343,11.7628,33.91
11812.8,0.543686,9.3269,11.7741,33.9068
11817.6,0.544548,9.32045,11.7853,33.9024
11822.4,0.545584,9.31406,11.7963,33.8972
11827.2,0.546786,9.30775,11.8072,33.8911
11832,0.548147,9.30151,11.8179,33.8844
11836.8,0.549659,9.29534,11.8284,33.8773
11841.6,0.551317,9.28924,11.8387,33.8698
11846.4,0.553112,9.28321,11.8489,33.8621
11851.2,0.555038,9.27725,11.8588,33.8544
11856,0.557089,9.27137,11.8687,33.8468
11860.8,0.559258,9.26556,11.8783,33.8395
11865.6,0.561539,9.25981,11.8878,33.8325
11870.4,0.563926,9.25414,11.8971,33.8261
11875.2,0.566414,9.24854,11.9063,33.8204
11880,0.568996,9.24301,11.9152,33.8154
11884.8,0.571667,9.23754,11.924,33.8113
11889.6,0.574423,9.23215,11.9327,33.8082
11894.4,0.577257,9.22683,11.9412,33.8063
11899.2,0.580165,9.22158,11.9495,33.8055
11904,0.583142,9.21639,11.9576,33.8059
11908.8,0.586183,9.21127,11.9656,33.8078
11913.6,0.589285,9.20623,11.9734,33.811
11918.4,0.592443,9.20124,11.9811,33.8156
11923.2,0.595653,9.19633,11.9886,33.8217
11928,0.598911,9.19148,11.9959,33.8294
11932.8,0.602214,9.1867,12.0031,33.8386
11937.6,0.605558,9.18199,12.0101,33.8493
11942.4,0.60894,9.17734,12.017,33.8615
11947.2,0.612357,9.17275,12.0237,33.8753
11952,0.615806,9.16823,12.0302,33.8905
11956.8,0.619285,9.16377,12.0366,33.9072
11961.6,0.622791,9.15938,12.0429,33.9254
11966.4,0.626322,9.15505,12.049,33.9449
11971.2,0.629876,9.15078,12.0549,33.9657
11976,0.63345,9.14657,12.0607,33.9878
11980.8,0.637044,9.14242,12.0663,34.0111
11985.6,0.640655,9.13833,12.0718,34.0355
11990.4,0.644282,9.1343,12.0771,34.0609
11995.2,0.647924,9.13033,12.0823,34.0873
12000,0.65158,9.12641,12.0873,34.1146
12004.8,0.65525,9.12255,12.0922,34.1426
12009.6,0.658931,9.11875,12.097,34.1714
12014.4,0.662624,9.11501,12.1016,34.2007
12019.2,0.666328,9.11131,12.1061,34.2305
12024,0.670043,9.10768,12.1104,34.2607
12028.8,0.673768,9.10409,12.1146,34.2912
12033.6,0.677504,9.10056,12.1186,34.3219
12038.4,0.681251,9.09707,12.1226,34.3527
12043.2,0.685008,9.09364,12.1263,34.3835
12048,0.688776,9.09026,12.13,34.4143
12052.8,0.692555,9.08693,12.1335,34.4449
12057.6,0.696346,9.08364,12.1369,34.4753
12062.4,0.700149,9.0804,12.1401,34.5053
12067.2,0.703964,9.0772,12.1433,34.5349
12072,0.707793,9.07406,12.1463,34.5641
12076.8,0.711636,9.07095,12.1492,34.5926
12081.6,0.715493,9.06789,12.1519,34.6206
12086.4,0.719366,9.06487,12.1545,34.6479
12091.2,0.723255,9.06189,12.157,34.6744
12096,0.727161,9.05896,12.1594,34.7002
12100.8,0.731086,9.05606,12.1617,34.7251
12105.6,0.735029,9.0532,12.1638,34.7491
12110.4,0.738993,9.05038,12.1659,34.7721
12115.2,0.742977,9.0476,12.1678,34.7942
12120,0.746984,9.04485,12.1696,34.8153
12124.8,0.751013,9.04214,12.1713,34.8354
12129.6,0.755067,9.03946,12.1729,34.8543
12134.4,0.759145,9.03682,12.1744,34.8722
12139.2,0.76325,9.0342,12.1757,34.889
12144,0.767382,9.03163,12.177,34.9047
12148.8,0.771542,9.02908,12.1782,34.9193
12153.6,0.775731,9.02656,12.1792,34.9327
12158.4,0.77995,9.02407,12.1802,34.945
12163.2,0.7842,9.02162,12.181,34.9562
12168,0.788482,9.01919,12.1818,34.9662
12172.8,0.792797,9.01679,12.1825,34.9751
12177.6,0.797145,9.01441,12.183,34.9829
12182.4,0.801529,9.01207,12.1835,34.9896
12187.2,0.805948,9.00975,12.1839,34.9951
12192,0.810404,9.00745,12.1842,34.9996
12196.8,0.814897,9.00518,12.1844,35.003
12201.6,0.819428,9.00294,12.1845,35.0054
12206.4,0.823998,9.00072,12.1845,35.0067
12211.2,0.828608,8.99852,12.1845,35.007
12216,0.833258,8.99635,12.1843,35.0062
12220.8,0.837949,8.9942,12.1841,35.0045
12225.6,0.842682,8.99207,12.1838,35.0019
12230.4,0.847458,8.98997,12.1834,34.9983
12235.2,0.852277,8.98789,12.183,34.9938
12240,0.85714,8.98583,12.1824,34.9884
12244.8,0.862047,8.9838,12.1818,34.9822
12249.6,0.866999,8.98178,12.1811,34.975
12254.4,0.871997,8.9798,12.1804,34.9671
12259.2,0.877041,8.97783,12.1795,34.9584
12264,0.882132,8.97589,12.1786,34.9489
12268.8,0.88727,8.97397,12.1776,34.9386
12273.6,0.892456,8.97208,12.1766,34.9276
12278.4,0.89769,8.97021,12.1755,34.916
12283.2,0.902973,8.96837,12.1743,34.9036
12288,0.908305,8.96655,12.1731,34.8905
12292.8,0.913686,8.96476,12.1718,34.8768
12297.6,0.919118,8.963,12.1705,34.8625
12302.4,0.924601,8.96126,12.1691,34.8476
12307.2,0.930134,8.95955,12.1676,34.8321
12312,0.935719,8.95787,12.1661,34.8161
12316.8,0.941356,8.95623,12.1645,34.7995
12321.6,0.947045,8.95461,12.1628,34.7823
12326.4,0.952787,8.95303,12.1611,34.7647
12331.2,0.958583,8.95148,12.1594,34.7466
12336,0.964431,8.94997,12.1576,34.7279
12340.8,0.970334,8.94849,12.1558,34.7088
12345.6,0.976291,8.94705,12.1539,34.6893
12350.4,0.982304,8.94565,12.1519,34.6693
12355.2,0.988371,8.94429,12.1499,34.6489
12360,0.994494,8.94298,12.1479,34.6281
12364.8,1.00067,8.94171,12.1458,34.6069
12369.6,1.00691,8.94049,12.1437,34.5854
12374.4,1.0132,8.93931,12.1415,34.5634
12379.2,1.01955,8.93819,12.1393,34.5411
12384,1.02596,8.93712,12.1371,34.5184
12388.8,1.03243,8.9361,12.1348,34.4953
12393.6,1.03896,8.93514,12.1324,34.472
12398.4,1.04554,8.93424,12.1301,34.4483
12403.2,1.05219,8.9334,12.1277,34.4242
12408,1.05889,8.93263,12.1252,34.3999
12412.8,1.06566,8.93192,12.1227,34.3753
12417.6,1.07249,8.93129,12.1202,34.3503
12422.4,1.07938,8.93072,12.1177,34.3251
12427.2,1.08633,8.93023,12.1151,34.2996
12432,1.09335,8.92981,12.1125,34.2738
12436.8,1.10043,8.92948,12.1098,34.2477
12441.6,1.10758,8.92923,12.1071,34.2213
12446.4,1.11479,8.92907,12.1044,34.1947
12451.2,1.12206,8.92899,12.1017,34.1678
12456,1.12941,8.92901,12.0989,34.1406
12460.8,1.13682,8.92912,12.0961,34.1132
12465.6,1.14429,8.92933,12.0933,34.0855
12470.4,1.15184,8.92965,12.0904,34.0576
12475.2,1.15945,8.93007,12.0875,34.0294
12480,1.16714,8.93059,12.0846,34.0009
12484.8,1.17489,8.93123,12.0817,33.9723
12489.6,1.18272,8.93199,12.0787,33.9433
12494.4,1.19062,8.93286,12.0757,33.9142
12499.2,1.19859,8.93385,12.0727,33.8847
12504,1.20663,8.93497,12.0696,33.8551
12508.8,1.21475,8.93622,12.0665,33.8252
12513.6,1.22295,8.93761,12.0634,33.795
12518.4,1.23122,8.93913,12.0603,33.7646
12523.2,1.23956,8.94079,12.0572,33.734
12528,1.24799,8.94259,12.054,33.7031
12532.8,1.25649,8.94454,12.0508,33.672
12537.6,1.26508,8.94664,12.0476,33.6406
12542.4,1.27374,8.94889,12.0443,33.609
12547.2,1.28249,8.95131,12.041,33.5772
12552,1.29132,8.95388,12.0378,33.5451
12556.8,1.30023,8.95662,12.0344,33.5127
12561.6,1.30923,8.95953,12.0311,33.4801
12566.4,1.31831,8.96261,12.0277,33.4473
12571.2,1.32748,8.96587,12.0243,33.4142
12576,1.33674,8.96931,12.0209,33.3808
12580.8,1.34608,8.97293,12.0175,33.3472
12585.6,1.35552,8.97674,12.014,33.3133
12590.4,1.36504,8.98074,12.0105,33.2791
12595.2,1.37466,8.98493,12.007,33.2447
12600,1.38437,8.98932,12.0035,33.21
12604.8,1.39418,8.99391,12,33.175
12609.6,7.57612,10.4922,11.2344,13.5197
12614.4,7.42903,10.485,11.2513,13.7196
12619.2,7.27954,10.4774,11.2686,13.9358
12624,7.12882,10.4696,11.286,14.1652
12628.8,6.97768,10.4615,11.3036,14.4056
12633.6,6.82675,10.4533,11.3213,14.6551
12638.4,6.67649,10.4448,11.3391,14.9124
12643.2,6.52724,10.4362,11.357,15.1762
12648,6.37929,10.4274,11.375,15.4458
12652.8,6.23287,10.4185,11.3931,15.7202
12657.6,6.08815,10.4095,11.4112,15.9988
12662.4,5.94528,10.4004,11.4293,16.281
12667.2,5.80439,10.3911,11.4475,16.5664
12672,5.66557,10.3818,11.4657,16.8544
12676.8,5.5289,10.3724,11.4839,17.1447
12681.6,5.39444,10.3629,11.5021,17.4369
12686.4,5.26227,10.3534,11.5203,17.7307
12691.2,5.1324,10.3437,11.5385,18.0257
12696,5.00489,10.334,11.5567,18.3216
12700.8,4.87976,10.3243,11.5748,18.6182
12705.6,4.75702,10.3145,11.593,18.9152
12710.4,4.6367,10.3046,11.6111,19.2124
12715.2,4.5188,10.2948,11.6292,19.5095
12720,4.40332,10.2848,11.6473,19.8062
12724.8,4.29027,10.2748,11.6654,20.1024
12729.6,4.17964,10.2648,11.6834,20.3978
12734.4,4.07142,10.2548,11.7014,20.6923
12739.2,3.96561,10.2447,11.7193,20.9856
12744,3.8622,10.2346,11.7372,21.2775
12748.8,3.76116,10.2245,11.755,21.5679
12753.6,3.66248,10.2144,11.7728,21.8565
12758.4,3.56615,10.2042,11.7906,22.1433
12763.2,3.47214,10.1941,11.8083,22.428
12768,3.38042,10.1839,11.8259,22.7104
12772.8,3.29098,10.1737,11.8434,22.9905
12777.6,3.2038,10.1635,11.8609,23.268
12782.4,3.11883,10.1533,11.8784,23.5428
12787.2,3.03607,10.1431,11.8958,23.8148
12792,2.95547,10.1329,11.9131,24.0839
12796.8,2.877,10.1227,11.9303,24.3499
12801.6,2.80065,10.1124,11.9475,24.6127
12806.4,2.72638,10.1022,11.9646,24.8722
12811.2,2.65414,10.092,11.9816,25.1283
12816,2.58393,10.0818,11.9985,25.3809
12820.8,2.51569,10.0716,12.0154,25.6299
12825.6,2.4494,10.0614,12.0321,25.8753
12830.4,2.38503,10.0513,12.0488,26.1169
12835.2,2.32254,10.0411,12.0654,26.3547
12840,2.2619,10.031,12.0819,26.5887
12844.8,2.20307,10.0208,12.0984,26.8187
12849.6,2.14602,10.0107,12.1147,27.0447
12854.4,2.09071,10.0006,12.1309,27.2667
12859.2,2.03712,9.99053,12.1471,27.4846
12864,1.9852,9.98047,12.1632,27.6984
12868.8,1.93493,9.97044,12.1791,27.9082
12873.6,1.88626,9.96043,12.195,28.1138
12878.4,1.83917,9.95044,12.2108,28.3152
12883.2,1.79363,9.94048,12.2264,28.5125
12888,1.74958,9.93055,12.242,28.7057
12892.8,1.70702,9.92065,12.2574,28.8947
12897.6,1.66589,9.91078,12.2728,29.0796
12902.4,1.62618,9.90093,12.288,29.2603
12907.2,1.58784,9.89113,12.3032,29.4369
12912,1.55084,9.88135,12.3182,29.6095
12916.8,1.51516,9.87161,12.3331,29.778
12921.6,1.48075,9.8619,12.3479,29.9424
12926.4,1.4476,9.85224,12.3626,30.1029
12931.2,1.41566,9.84261,12.3772,30.2594
12936,1.38491,9.83302,12.3917,30.412
12940.8,1.35532,9.82347,12.406,30.5607
12945.6,1.32685,9.81396,12.4202,30.7056
12950.4,1.29949,9.80449,12.4343,30.8466
12955.2,1.2732,9.79507,12.4483,30.984
12960,1.24795,9.78569,12.4622,31.1176
12964.8,1.22371,9.77636,12.4759,31.2476
12969.6,1.20047,9.76707,12.4895,31.374
12974.4,1.17818,9.75783,12.503,31.4969
12979.2,1.15683,9.74864,12.5164,31.6163
12984,1.13639,9.7395,12.5296,31.7322
12988.8,1.11683,9.73041,12.5427,31.8448
12993.6,1.09813,9.72137,12.5557,31.954
12998.4,1.08026,9.71238,12.5686,32.06
13003.2,1.06321,9.70345,12.5813,32.1627
13008,1.04694,9.69457,12.5939,32.2623
13012.8,1.03144,9.68575,12.6063,32.3587
13017.6,1.01669,9.67698,12.6187,32.452
13022.4,1.00265,9.66826,12.6308,32.5423
13027.2,0.989311,9.65961,12.6429,32.6296
13032,0.976652,9.65101,12.6548,32.7139
13036.8,0.964653,9.64248,12.6666,32.7953
13041.6,0.953292,9.634,12.6782,32.8738
13046.4,0.942551,9.62559,12.6897,32.9494
13051.2,0.932411,9.61723,12.701,33.0222
13056,0.922853,9.60894,12.7123,33.0922
13060.8,0.91386,9.60071,12.7233,33.1595
13065.6,0.905413,9.59255,12.7343,33.224
13070.4,0.897497,9.58445,12.745,33.2857
13075.2,0.890095,9.57642,12.7557,33.3448
13080,0.88319,9.56845,12.7662,33.4011
13084.8,0.876767,9.56055,12.7765,33.4548
13089.6,0.87081,9.55271,12.7867,33.5058
13094.4,0.865304,9.54495,12.7968,33.5541
13099.2,0.860236,9.53725,12.8067,33.5998
13104,0.85559,9.52962,12.8165,33.6429
13108.8,0.851353,9.52207,12.8261,33.6834
13113.6,0.847512,9.51458,12.8356,33.7213
13118.4,0.844053,9.50716,12.8449,33.7566
13123.2,0.840964,9.49982,12.8541,33.7893
13128,0.838232,9.49255,12.8631,33.8195
13132.8,0.835846,9.48535,12.872,33.8472
13137.6,0.833793,9.47822,12.8807,33.8724
13142.4,0.832061,9.47117,12.8893,33.8952
13147.2,0.83064,9.4642,12.8977,33.9156
13152,0.829518,9.45729,12.906,33.9336
13156.8,0.828685,9.45047,12.9141,33.9493
13161.6,0.82813,9.44371,12.9221,33.9627
13166.4,0.827843,9.43704,12.9299,33.974
13171.2,0.827813,9.43044,12.9375,33.9831
13176,0.828031,9.42392,12.945,33.9903
13180.8,0.828488,9.41747,12.9524,33.9954
13185.6,0.829172,9.4111,12.9596,33.9988
13190.4,0.830077,9.40481,12.9667,34.0004
13195.2,0.831191,9.3986,12.9736,34.0003
13200,0.832507,9.39246,12.9803,33.9987
13204.8,0.834015,9.38641,12.9869,33.9958
13209.6,0.835707,9.38043,12.9934,33.9915
13214.4,0.837574,9.37453,12.9997,33.9861
13219.2,0.839608,9.36871,13.0058,33.9797
13224,0.841802,9.36297,13.0118,33.9724
13228.8,0.844146,9.35731,13.0177,33.9644
13233.6,0.846634,9.35173,13.0234,33.9559
13238.4,0.849257,9.34623,13.0289,33.9469
13243.2,0.852008,9.34081,13.0343,33.9376
13248,0.85488,9.33547,13.0395,33.9282
13252.8,0.857866,9.3302,13.0446,33.9188
13257.6,0.860958,9.32502,13.0496,33.9096
13262.4,0.86415,9.31992,13.0544,33.9007
13267.2,0.867435,9.3149,13.059,33.8922
13272,0.870806,9.30995,13.0635,33.8843
13276.8,0.874258,9.30509,13.0678,33.8771
13281.6,0.877784,9.30031,13.072,33.8708
13286.4,0.881379,9.2956,13.0761,33.8653
13291.2,0.885036,9.29098,13.08,33.8609
13296,0.888751,9.28643,13.0838,33.8577
13300.8,0.892517,9.28196,13.0874,33.8556
13305.6,0.89633,9.27757,13.0908,33.8549
13310.4,0.900185,9.27326,13.0942,33.8555
13315.2,0.904078,9.26903,13.0973,33.8576
13320,0.908003,9.26488,13.1004,33.8611
13324.8,0.911958,9.2608,13.1033,33.8661
13329.6,0.915937,9.25681,13.106,33.8727
13334.4,0.919937,9.25288,13.1086,33.8808
13339.2,0.923955,9.24904,13.1111,33.8905
13344,0.927987,9.24527,13.1134,33.9018
13348.8,0.932031,9.24158,13.1156,33.9146
13353.6,0.936084,9.23796,13.1177,33.9289
13358.4,0.940142,9.23442,13.1196,33.9447
13363.2,0.944205,9.23096,13.1214,33.962
13368,0.948269,9.22757,13.123,33.9807
13372.8,0.952334,9.22425,13.1245,34.0007
13377.6,0.956396,9.22101,13.1259,34.022
13382.4,0.960456,9.21784,13.1272,34.0445
13387.2,0.964512,9.21474,13.1283,34.0681
13392,0.968562,9.21171,13.1293,34.0928
13396.8,0.972607,9.20876,13.1301,34.1185
13401.6,0.976646,9.20587,13.1308,34.145
13406.4,0.980677,9.20306,13.1314,34.1724
13411.2,0.984702,9.20032,13.1319,34.2005
13416,0.98872,9.19764,13.1323,34.2291
13420.8,0.992731,9.19504,13.1325,34.2583
13425.6,0.996736,9.1925,13.1326,34.2879
13430.4,1.00074,9.19003,13.1326,34.3178
13435.2,1.00473,9.18762,13.1324,34.3479
13440,1.00872,9.18528,13.1322,34.3782
13444.8,1.01271,9.18301,13.1318,34.4085
13449.6,1.01669,9.1808,13.1313,34.4387
13454.4,1.02067,9.17866,13.1307,34.4688
13459.2,1.02465,9.17658,13.13,34.4987
13464,1.02864,9.17456,13.1291,34.5283
13468.8,1.03262,9.1726,13.1282,34.5574
13473.6,1.03662,9.17071,13.1271,34.5861
13478.4,1.04061,9.16888,13.1259,34.6143
13483.2,1.04462,9.1671,13.1246,34.6419
13488,1.04863,9.16539,13.1232,34.6687
13492.8,1.05265,9.16373,13.1218,34.6949
13497.6,1.05669,9.16213,13.1201,34.7203
13502.4,1.06074,9.16059,13.1184,34.7448
13507.2,1.06481,9.15911,13.1166,34.7684
13512,1.06889,9.15768,13.1147,34.7912
13516.8,1.07299,9.1563,13.1127,34.8129
13521.6,1.07712,9.15498,13.1106,34.8337
13526.4,1.08127,9.15372,13.1084,34.8534
13531.2,1.08544,9.15251,13.1061,34.8721
13536,1.08964,9.15135,13.1037,34.8897
13540.8,1.09387,9.15024,13.1012,34.9062
13545.6,1.09812,9.14919,13.0987,34.9216
13550.4,1.10241,9.14818,13.096,34.9359
13555.2,1.10674,9.14723,13.0932,34.9491
13560,1.11109,9.14633,13.0904,34.9612
13564.8,1.11549,9.14547,13.0875,34.9721
13569.6,1.11992,9.14467,13.0845,34.9819
13574.4,1.12439,9.14391,13.0814,34.9906
13579.2,1.1289,9.14321,13.0782,34.9981
13584,1.13346,9.14255,13.0749,35.0046
13588.8,1.13806,9.14193,13.0716,35.01
13593.6,1.1427,9.14137,13.0682,35.0142
13598.4,1.14739,9.14085,13.0647,35.0175
13603.2,1.15212,9.14038,13.0611,35.0196
13608,1.15691,9.13995,13.0575,35.0208
13612.8,1.16174,9.13958,13.0538,35.0209
13617.6,1.16662,9.13924,13.05,35.02
13622.4,1.17156,9.13896,13.0461,35.0181
13627.2,1.17655,9.13872,13.0422,35.0153
13632,1.18159,9.13853,13.0382,35.0116
13636.8,1.18668,9.13838,13.0342,35.0069
13641.6,1.19183,9.13828,13.03,35.0014
13646.4,1.19703,9.13822,13.0258,34.995
13651.2,1.20229,9.13822,13.0216,34.9878
13656,1.20761,9.13826,13.0173,34.9797
13660.8,1.21298,9.13834,13.0129,34.9709
13665.6,1.21842,9.13848,13.0085,34.9612
13670.4,1.22391,9.13866,13.004,34.9509
13675.2,1.22946,9.13889,12.9995,34.9398
13680,1.23507,9.13918,12.9949,34.928
13684.8,1.24074,9.13951,12.9902,34.9155
13689.6,1.24647,9.13989,12.9856,34.9023
13694.4,1.25226,9.14032,12.9808,34.8885
13699.2,1.25811,9.14081,12.976,34.8741
13704,1.26402,9.14135,12.9712,34.8591
13708.8,1.27,9.14194,12.9663,34.8435
13713.6,1.27604,9.14259,12.9613,34.8274
13718.4,1.28214,9.14329,12.9563,34.8107
13723.2,1.2883,9.14406,12.9513,34.7935
13728,1.29453,9.14488,12.9462,34.7758
13732.8,1.30082,9.14576,12.9411,34.7575
13737.6,1.30717,9.1467,12.936,34.7388
13742.4,1.31359,9.14771,12.9308,34.7197
13747.2,1.32007,9.14877,12.9255,34.7001
13752,1.32662,9.14991,12.9203,34.68
13756.8,1.33323,9.15111,12.915,34.6596
13761.6,1.33991,9.15238,12.9096,34.6387
13766.4,1.34665,9.15373,12.9042,34.6174
13771.2,1.35346,9.15514,12.8988,34.5958
13776,1.36033,9.15663,12.8934,34.5738
13780.8,1.36727,9.1582,12.8879,34.5514
13785.6,1.37428,9.15985,12.8824,34.5286
